2,35.1003,2,0,6,0,26,0,2,18,11,51.4028,1.97703,0,0,11,0,0,8,0,2,3,0,2,1.79541,-2.3131,-0.549545,0.64492,2.37432,-2.44042,-0.436969,0.795735,2.41659,-2.00273,-0.35348,0.937851,2.76955,16.3597,2,0.105263,6,27,4,19,2,2,0.105263,17,0,13.2841,10.9554,6.38675,7.42229,8.48607,6.17314,2.64872,3.78282,0,0,0.900976,10,0,-0.834152,-0.432682,0.0486233,2.25138,-0.970836,-0.287065,0.214279,2.36353,-0.491119,-0.172657,0.344655,2.58346,14.41,5.96982,3.3218,11.7696,4.81361,2.65302,3.14746,5,0,1,0,2.501,-5.02818,7.12727,1,1,12,1,2,2,0,0,0,1.33239,-1.33239,0.203514,0.236612,71.1963,29.5396,31.3845,0,0,19.6491,0,38.9733,19.7606,0,0,0,47.498,0,0.739741,0.411749,0.1841,0.260259,0.588251,0.0761588,190.854,106.232,47.498,67.147,151.769,19.6491,0.5,1,0,0,0,0,1,0,0,0,1,0,258.001,0,0,0,258.001,0,5,0,2,0,0,1,2.4258,0,15.4687,23.8622,50.935,3.18558,34.4479,0,70.5727,17.6432,80.1683,7.40344,30.9478,3.12431,50.935,4.73631,2.75675,70.5727,22.902,110.309,98.22,0.521503,5.24793,3.15576,8.00864,258.001,311.138,44.9514,0,0,0,149.823,57.5323,44.9514,280.328,654,26,92
2,39.6903,3,0,6,0,31,1,4,18,11,55.6999,1.79677,0,0,12,0,0,13,0,3,1,0,2,1.79457,-2.47278,-0.487805,0.517268,2.35378,-2.58037,-0.448134,0.74752,2.42876,-2.14617,-0.244749,0.854311,2.74198,20.5697,2,0.105263,6,32,3,19,4,2,0.105263,23,0,13.2841,11.7163,7.38675,8.42229,8.48607,6.51341,2.64872,3.78282,0,0,0.813528,10,0,-0.852063,-0.413084,-0.0165934,2.3167,-1.37496,-0.294319,0.164454,2.43711,-0.479927,-0.150642,0.193051,2.65716,14.41,5.96982,3.3218,12.1443,4.97706,2.74729,3.35793,4,2,1,0,1.711,-4.25128,7.63751,1,1,12,1,2,2,0,0,0,1.37856,-1.37856,0.202541,0.203276,42.9435,25.5115,48.6225,0,0,12.9495,0,85.4506,44.2704,0,0,10.3896,13.5669,0,0.869914,0.541681,0.0844417,0.130086,0.458319,0.0456444,246.799,153.678,23.9565,36.906,130.027,12.9495,0.5,1,0,0,0,0,1,0,0,0,1,0,283.705,0,0,0,283.705,0,5,0,2,0,0,1,1.8275,35.899,8.26058,23.8622,0,3.18558,67.3451,0,70.5727,17.6432,80.1683,7.99704,23.8622,3.00179,3.12431,4.73631,35.5314,70.5727,22.902,143.206,81.66,0.521503,5.24793,3.15576,8.00864,283.705,343.428,44.9514,0,0,0,179.695,23.6012,66.4324,279.388,654,26,92
2,49.4675,4,0,12,0,36,1,5,24,15,67.588,1.87744,0,0,16,0,0,12,0,2,3,0,3,1.56749,-2.39883,-0.634244,0.704164,2.43292,-2.62782,-0.53808,0.805915,2.40427,-2.02982,-0.499862,0.863771,2.83069,25.2925,4,0.153846,12,38,3,26,3,4,0.153846,23,0,17.1565,14.697,8.85085,10.6649,11.4712,9.58552,4.64872,6.78282,0,0,0.87167,13,0,-0.826169,-0.401683,0.0833795,2.38475,-1.15505,-0.32432,0.164708,2.4478,-0.444105,-0.195832,0.247658,2.73141,18.7811,8.13148,4.60118,16.313,7.01736,3.9523,4.76977,5,1,1,0,3.675,-6.26483,9.89188,0,1,18,1,3,3,0,0,0,1.6954,-1.6954,0.167221,0.160916,35.1615,69.8285,31.3845,0,0,17.1341,0,14.4634,124.068,0,0,32.0165,13.5669,0,0.814238,0.545326,0.135013,0.185762,0.454674,0.0507493,274.906,184.115,45.5834,62.7176,153.509,17.1341,0.461538,0.857143,0,0,0,0,1,0,0,0,1,0,337.623,0,0,0,337.623,0,7,0,3,0,0,1,2.7813,16.2825,56.4323,30.503,0,3.18558,3.10147,0,176.432,17.6432,77.4116,9.82195,72.0339,3.00179,17.8332,4.73631,0,176.432,22.902,84.0523,98.57,0.437396,5.70044,3.41684,8.86853,337.623,431.908,76.968,0,0,11.8137,204.232,33.7068,88.7816,376.481,1392,36,126
2,47.8035,2,0,12,0,34,0,2,22,17,58.4673,1.71963,0,0,17,1,0,12,0,1,1,0,2,1.49986,-2.39439,-0.644768,0.697564,2.41977,-2.37904,-0.53808,0.805915,2.49879,-2.0809,-0.499862,0.854311,2.79618,19.8965,3,0.125,12,36,3,24,2,3,0.125,21,0,15.5267,13.9195,9.48061,11.2423,10.631,8.28458,4.91295,7.00757,0,0,0.827121,13,0,-0.825049,-0.38961,0.0794097,2.37519,-0.945965,-0.263861,0.234313,2.51235,-0.475404,-0.210065,0.346637,2.72398,16.8438,7.7135,4.30839,14.339,6.51316,3.61648,4.24511,2,0,1,1,4.946,-6.74014,9.61652,0,1,18,1,3,3,1,0,0,1.31393,-1.31393,0.202089,0.234316,15.1714,68.5616,31.3845,0,0,12.9495,0,41.1818,135.127,0,0,0,13.5669,0,0.9166,0.597201,0.042671,0.0834001,0.402799,0.0407291,291.426,189.876,13.5669,26.5165,128.067,12.9495,0.461538,0.857143,0,0,0,0,1,0,0,0,1,0,317.943,0,0,0,317.943,0,7,0,3,0,0,1,5.0078,0,8.3831,23.8622,0,6.37115,1.55073,3.50061,158.789,17.6432,135,9.6817,23.8622,3.12431,0,11.4225,0,177.228,22.902,116.56,52.4,0.46637,5.58496,3.39796,8.60228,317.943,418.166,44.9514,0,0,0,240.848,23.6012,44.9514,345.874,1137,31,114
2,34.5763,2,0,6,0,24,0,2,16,11,45.9854,1.91606,0,0,11,1,0,8,0,1,1,0,2,1.8302,-2.3132,-0.578644,0.603878,2.37281,-2.44041,-0.341617,0.818128,2.41217,-2.00258,-0.325523,0.90923,2.76948,15.5237,1,0.0588235,6,25,3,17,2,1,0.0588235,16,0,11.7067,10.8256,6.38675,7.42229,7.57539,6.15133,2.64872,3.78282,0,0,0.889786,9,0,-0.834155,-0.404972,0.0389463,2.1933,-0.970836,-0.275771,0.266522,2.33213,-0.481231,-0.132767,0.405962,2.5575,12.4567,5.10417,2.83111,11.6593,4.75512,2.62826,3.46509,2,0,1,0,3.158,-4.97224,7.09298,0,1,12,1,2,1,0,0,0,0.995325,-0.995325,0.266238,0.31674,51.2063,25.5115,31.3845,0,0,12.9495,0,38.9733,73.8524,0,0,0,13.5669,0,0.892839,0.510792,0.0548282,0.107161,0.489208,0.0523331,220.928,126.393,13.5669,26.5165,121.052,12.9495,0.444444,0.8,0,0,0,0,1,0,0,0,1,0,247.444,0,0,0,247.444,0,5,0,2,0,0,1,3.171,0,8.3831,23.8622,0,3.18558,34.4479,3.50061,70.5727,17.6432,116.56,7.239,23.8622,3.12431,0,8.23692,0,70.5727,22.902,149.457,52.4,0.565101,5.08746,2.95286,7.67786,247.444,303.192,44.9514,0,0,0,173.197,23.6012,44.9514,269.776,456,22,82
2,34.8299,3,0,6,0,26,1,4,16,10,46.9384,1.80532,0,0,11,0,0,10,0,2,1,0,2,1.8302,-2.29117,-0.557103,0.637314,2.3284,-2.58036,-0.435887,0.786337,2.41728,-1.9889,-0.353096,0.928795,2.73992,15.3101,1,0.0588235,6,27,3,17,2,1,0.0588235,18,0,11.7067,10.2691,6.38675,7.42229,7.57539,5.89537,3.14872,4.36017,0,0,0.831451,9,0,-0.852054,-0.417049,0.0478087,2.22911,-1.37496,-0.285176,0.211008,2.35937,-0.478766,-0.169998,0.337867,2.57846,12.4567,5.10417,2.83111,10.6272,4.30504,2.36744,2.85941,3,2,1,0,2.094,-4.79779,6.87482,1,1,12,1,2,1,0,0,0,1.20472,-1.20472,0.231768,0.220054,23.4478,25.5115,48.6225,0,0,12.9495,0,33.2111,70.9888,0,0,10.3896,13.5669,0,0.845379,0.536921,0.100368,0.154621,0.463079,0.054253,201.782,128.156,23.9565,36.906,110.531,12.9495,0.444444,0.8,0,0,0,0,1,0,0,0,1,0,238.688,0,0,0,238.688,0,5,0,2,0,0,1,2.06992,32.7747,8.26058,23.8622,0,6.37115,1.55073,0,70.5727,17.6432,110.738,7.03804,23.8622,3.00179,0,7.92188,32.7747,70.5727,22.902,110.738,78.42,0.565101,5.08746,2.95286,7.67786,238.688,301.095,44.9514,0,0,0,136.813,23.6012,66.4324,250.346,456,22,82
2,52.5611,4,0,12,0,39,1,5,25,16,71.8311,1.84182,0,0,17,0,0,14,0,2,3,0,3,1.56857,-2.39892,-0.59889,0.66666,2.43318,-2.62782,-0.498965,0.764293,2.42783,-2.03035,-0.46356,0.863737,2.83087,27.4789,4,0.148148,12,41,3,27,3,4,0.148148,26,0,18.0267,15.6197,9.7735,11.5352,11.865,9.99621,5.0594,7.17667,0,0,0.855745,13,0,-0.826171,-0.401559,0.0766612,2.42195,-1.15505,-0.324249,0.164706,2.4978,-0.479063,-0.18946,0.247658,2.76543,19.7531,8.34714,4.83798,17.2593,7.25024,4.1836,5.00536,5,1,1,0,4.01,-6.73875,10.3504,0,1,18,1,3,3,0,0,0,1.71741,-1.71741,0.165077,0.158853,47.9576,65.5631,31.3845,0,0,17.1341,0,35.4197,111.813,0,0,32.0165,13.5669,0,0.823259,0.543365,0.128456,0.176741,0.456635,0.0482848,292.138,192.816,45.5834,62.7176,162.039,17.1341,0.461538,0.857143,0,0,0,0,1,0,0,0,1,0,354.855,0,0,0,354.855,0,7,0,3,0,0,1,3.08972,16.2825,56.4323,30.503,0,6.37115,3.10147,0,158.789,17.6432,110.738,10.2957,72.0339,3.00179,17.8332,7.92188,0,158.789,22.902,117.378,98.57,0.424338,5.75489,3.46428,8.98622,354.855,456.337,76.968,0,0,11.8137,220.04,33.7068,88.7816,390.508,1563,38,132
2,57.3991,5,0,12,0,47,3,8,28,18,86.0348,1.83053,0,0,19,1,0,19,0,2,5,0,1,1.7642,-2.51166,-0.601185,0.651921,2.73393,-2.65258,-0.52048,0.742975,2.70748,-2.23212,-0.430507,0.800893,3.01599,32.2229,5,0.166667,12,49,2,30,2,6,0.2,35,0,20.4743,16.6262,11.2401,12.6899,13.2133,10.4456,6.01231,7.76842,1,0,0.844714,12,0,-0.796191,-0.432639,0.0726959,2.7203,-0.99369,-0.393547,0.155829,2.75037,-0.524645,-0.210548,0.185982,2.99643,22.68,9.42769,5.02378,19.4276,8.02707,4.25908,5.56953,7,2,1,0,2.723,-4.71141,10.7266,0,1,17,1,3,5,0,0,0,2.37329,-2.37329,0.129314,0.139682,54.968,49.7783,6.69955,8.61901,10.3242,27.658,4.1846,79.6146,75.048,0,0,32.0165,27.1338,7.90443,0.715531,0.577466,0.174645,0.284469,0.422534,0.109824,274.727,221.717,67.0548,109.222,162.232,42.1668,0.5,1,0,0,0,0,1,0,0,0,1,0,383.949,0,0,0,383.949,0,6,0,3,0,0,1,3.13842,0,80.7052,34.4849,43.8248,30.2334,1.55073,3.50061,123.502,37.7368,75.2314,10.5134,95.8961,1.51856,26.936,13.8537,20.7675,161.239,31.4438,79.1154,103.78,0.389835,5.90689,3.34969,9.35766,383.949,500.63,45.5834,0,0,5.68258,248.087,37.7636,78.3999,422.889,1937,47,148
2,42.1583,4,0,6,0,34,1,5,21,13,68.2388,2.00702,0,0,12,2,0,13,0,1,5,0,1,2.19558,-2.51186,-0.559928,0.564331,2.73588,-2.65428,-0.3339,0.645799,2.70919,-2.23871,-0.234465,0.81683,3.01651,26.3817,3,0.136364,6,35,1,22,2,4,0.181818,28,0,15.7841,13.3733,7.35337,7.99964,9.78493,8.26014,3.35162,4.04124,1,0,0.956347,9,0,-0.79431,-0.421888,0.0219269,2.60229,-0.955986,-0.30189,0.0901369,2.62075,-0.52483,-0.137774,0.206985,2.86655,17.3554,6.62994,3.34711,18.2193,6.97734,3.52922,6.05344,6,1,1,0,2.02,-3.36562,7.98832,0,1,11,1,2,3,0,0,0,1.85776,-1.85776,0.16937,0.188871,64.961,45.7673,0,8.45852,10.3242,14.7085,4.1846,34.1485,67.8652,0,0,32.0165,13.5669,10.2713,0.722234,0.515451,0.182369,0.277766,0.484549,0.0953963,221.201,157.868,55.8547,85.072,148.404,29.2173,0.444444,0.8,0,0,0,0,1,0,0,0,1,0,306.273,0,0,0,306.273,0,5,0,2,0,0,1,2.0251,25.3852,57.4357,45.4848,18.4396,0,36.9346,7.00121,35.2864,37.7368,83.5407,7.70566,83.0338,26.9038,1.55073,16.2266,0,73.0232,26.185,120.322,83.91,0.468276,5.45943,2.96235,8.52708,306.273,370.378,45.5834,0,0,0,206.738,27.3179,59.1504,354.21,849,36,110
2,63.0704,5,0,11,0,54,4,9,32,23,98.1844,1.81823,0,0,22,0,3,22,0,1,5,0,1,1.95244,-2.68787,-0.603148,0.653259,2.83948,-2.71654,-0.504718,0.677864,2.82608,-2.4501,-0.444097,0.775983,3.07332,34.7936,7,0.205882,11,56,3,34,5,8,0.235294,42,0,23.8446,18.1127,13.1877,14.5601,14.8806,10.7671,7.1157,8.63023,3,0,0.852926,11,0,-0.821173,-0.41418,0.0777993,2.9923,-0.955649,-0.315293,0.180551,3.02428,-0.532226,-0.21765,0.190974,3.23654,26.6021,10.318,5.48204,21.7217,8.36697,4.42375,5.67952,6,2,1,1,4.76276,-5.71433,11.481,0,1,16,0,3,7,2,0,0,2.98826,-2.98826,0.139687,0.110767,57.6586,35.2122,0,19.7606,20.6483,42.3665,9.0455,66.4222,66.1898,14.231,35.7259,0,40.7008,15.5351,0.697055,0.563888,0.132789,0.302945,0.436112,0.170156,295.2,238.805,56.2358,128.296,184.692,72.0604,0.454545,0.833333,0,0,0,0,1,0,0,0,1,0,423.496,0,0,0,423.496,0,6,0,3,0,0,0.5625,5.3314,0,23.874,47.7244,50.7705,40.4134,0,7.75952,121.675,41.7188,142.81,11.0466,71.5866,48.0047,67.3516,11.7115,0,159.412,20.7497,97.9297,94.91,0.352367,6.08746,3.34274,9.76065,423.496,550.435,13.5669,0,0,0,287.32,42.3665,67.8346,469.48,2612,56,172
